"famunit","age","sex","educ","labforce","employed","retired","incwage","incss"
16774,47,"man","some_college","yes","no","no",6000,"NO"
16775,53,"woman","some_college","yes","yes","no",31200,"NO"
16776,74,"man","college_plus","yes","yes","no",0,"YES"
16777,39,"man","no_college","no","no","no",0,"NO"
16778,21,"woman","some_college","no","no","no",3000,"NO"
16779,8,"man","no_college",NA,NA,"no",NA,"YES"
16780,38,"man","college_plus","yes","yes","no",9900,"NO"
16781,81,"man","college_plus","no","no","no",0,"YES"
16782,60,"man","no_college","no","no","no",0,"YES"
16783,80,"woman","no_college","no","no","no",0,"YES"
16784,26,"man","some_college","yes","yes","no",6500,"NO"
16785,30,"woman","some_college","yes","yes","no",34000,"NO"
16786,40,"man","some_college","yes","yes","no",60000,"NO"
16787,58,"woman","no_college","yes","no","no",26500,"NO"
16788,93,"woman","college_plus","no","no","no",0,"NO"
16789,25,"woman","college_plus","yes","yes","no",54000,"NO"
16790,64,"woman","no_college","no","no","no",0,"YES"
16791,28,"woman","no_college","no","no","no",560,"NO"
16792,46,"man","no_college","no","no","no",0,"NO"
16793,21,"man","no_college","no","no","no",0,"NO"
16794,83,"man","some_college","no","no","no",0,"YES"
16795,57,"man","some_college","no","no","no",0,"NO"
16796,43,"man","some_college","yes","yes","no",40000,"NO"
16797,87,"woman","no_college","no","no","no",0,"YES"
16798,50,"woman","college_plus","yes","yes","no",120000,"NO"
16799,74,"woman","some_college","no","no","no",0,"YES"
16800,34,"man","college_plus","yes","yes","no",42000,"NO"
16801,49,"woman","some_college","yes","yes","no",72000,"NO"
16802,81,"man","no_college","no","no","no",0,"YES"
16803,55,"man","no_college","yes","yes","no",52000,"NO"
16804,15,"woman","no_college",NA,NA,"no",NA,"NO"
16805,81,"man","college_plus","no","no","no",0,"YES"
16806,64,"man","no_college","yes","yes","no",50000,"NO"
16807,37,"man","some_college","yes","yes","no",35000,"NO"
16808,68,"woman","college_plus","no","no","no",0,"YES"
16809,61,"woman","some_college","yes","yes","no",75000,"NO"
16810,22,"man","no_college","no","no","no",0,"NO"
16811,25,"woman","some_college","no","no","no",6000,"NO"
16812,76,"woman","no_college","yes","yes","no",8300,"YES"
16813,22,"man","some_college","yes","yes","no",0,"NO"
16814,57,"woman","college_plus","no","no","no",0,"YES"
16815,69,"woman","college_plus","yes","yes","no",60000,"YES"
16816,52,"woman","college_plus","yes","yes","no",36000,"NO"
16817,81,"man","no_college","no","no","no",0,"YES"
16818,28,"man","college_plus","yes","yes","no",160000,"NO"
16819,29,"man","some_college","yes","yes","no",30000,"NO"
16820,32,"man","college_plus","yes","yes","no",35000,"NO"
16821,66,"man","no_college","no","no","no",0,"YES"
16822,52,"woman","college_plus","yes","yes","no",70000,"NO"
16823,23,"woman","college_plus","no","no","no",2000,"NO"
16824,59,"man","college_plus","yes","yes","no",63000,"NO"
16825,18,"woman","some_college","no","no","no",3900,"NO"
16826,18,"man","some_college","yes","yes","no",7000,"NO"
16827,58,"woman","some_college","yes","yes","no",24000,"NO"
16828,20,"woman","no_college","yes","yes","no",7000,"NO"
16829,36,"man","college_plus","yes","yes","no",86000,"NO"
16830,18,"man","no_college","no","no","no",0,"NO"
16831,21,"woman","some_college","yes","yes","no",1500,"NO"
16832,47,"woman","college_plus","yes","yes","no",85000,"NO"
16833,41,"man","no_college","yes","yes","no",18000,"NO"
16834,72,"man","no_college","no","no","no",0,"YES"
16835,78,"woman","no_college","no","no","no",0,"YES"
16836,27,"woman","college_plus","yes","yes","no",80000,"NO"
16837,94,"woman","no_college","no","no","no",0,"NO"
16838,37,"man","college_plus","yes","yes","no",0,"NO"
16839,65,"woman","college_plus","no","no","no",0,"NO"
16840,85,"man","no_college","no","no","no",0,"YES"
16841,50,"woman","some_college","yes","yes","no",12000,"NO"
16842,45,"woman","no_college","yes","yes","no",13000,"NO"
16843,62,"woman","no_college","yes","yes","no",56000,"NO"
16844,41,"man","no_college","yes","yes","no",42000,"NO"
16845,72,"woman","some_college","yes","yes","no",5000,"YES"
16846,86,"woman","no_college","no","no","no",0,"YES"
16847,83,"woman","no_college","no","no","no",0,"YES"
16848,54,"man","no_college","yes","yes","no",66000,"NO"
16849,25,"woman","college_plus","yes","yes","no",500,"NO"
16850,27,"woman","college_plus","yes","yes","no",29500,"NO"
16851,65,"woman","no_college","no","no","no",0,"YES"
16852,66,"man","no_college","no","no","no",0,"YES"
16853,46,"woman","college_plus","yes","yes","no",40000,"NO"
16854,87,"man","no_college","no","no","no",0,"YES"
16855,20,"woman","some_college","yes","yes","no",8000,"NO"
16856,79,"woman","no_college","no","no","no",0,"YES"
16857,60,"woman","some_college","yes","yes","no",26000,"NO"
16858,36,"man","some_college","yes","yes","no",21000,"NO"
16859,54,"man","college_plus","no","no","no",0,"NO"
16860,19,"woman","no_college","no","no","no",0,"NO"
16861,75,"woman","college_plus","yes","yes","no",380,"YES"
16862,53,"woman","college_plus","yes","yes","no",178000,"NO"
16863,20,"man","some_college","no","no","no",0,"NO"
16864,66,"man","no_college","yes","yes","no",20000,"YES"
16865,20,"woman","some_college","yes","yes","no",80,"NO"
16866,89,"woman","no_college","no","no","no",0,"YES"
16867,25,"man","some_college","yes","yes","no",20000,"NO"
16868,21,"man","some_college","yes","yes","no",25000,"NO"
16869,38,"man","no_college","no","no","no",0,"NO"
16870,44,"man","no_college","no","no","no",0,"NO"
16871,21,"man","no_college","no","no","no",5700,"NO"
16872,44,"man","college_plus","yes","yes","no",52000,"NO"
16873,19,"man","no_college","yes","yes","no",10000,"NO"
16874,25,"woman","college_plus","yes","yes","no",23400,"NO"
16875,79,"woman","no_college","no","no","no",0,"YES"
16876,30,"man","no_college","yes","yes","no",30000,"NO"
16877,21,"woman","some_college","no","no","no",0,"NO"
16878,39,"man","no_college","no","no","no",0,"NO"
16879,58,"man","no_college","no","no","no",0,"YES"
16880,32,"man","some_college","yes","no","no",0,"NO"
16881,66,"man","no_college","no","no","no",0,"NO"
16882,66,"woman","no_college","no","no","no",0,"YES"
16883,52,"man","no_college","yes","yes","no",29500,"NO"
16884,32,"man","no_college","no","no","no",0,"NO"
16885,22,"woman","some_college","yes","yes","no",13000,"NO"
16886,30,"man","some_college","yes","yes","no",50000,"NO"
16887,66,"woman","no_college","no","no","no",0,"YES"
16888,77,"woman","some_college","no","no","no",0,"YES"
16889,64,"man","some_college","no","no","no",0,"YES"
16890,54,"man","no_college","yes","yes","no",0,"NO"
16891,24,"man","college_plus","yes","yes","no",12000,"NO"
16892,23,"man","no_college","yes","yes","no",10000,"NO"
16893,42,"man","no_college","yes","yes","no",23000,"NO"
16894,77,"woman","no_college","no","no","no",0,"YES"
16895,21,"man","some_college","yes","yes","no",7000,"NO"
16896,21,"man","some_college","no","no","no",0,"NO"
16897,65,"man","no_college","no","no","no",0,"YES"
16898,56,"woman","no_college","yes","yes","no",720,"YES"
16899,23,"man","some_college","no","no","no",1800,"NO"
16900,80,"man","no_college","no","no","no",0,"YES"
16901,25,"man","no_college","yes","yes","no",38000,"NO"
16902,51,"man","no_college","no","no","no",0,"YES"
16903,65,"man","no_college","no","no","no",0,"YES"
16904,43,"man","some_college","yes","yes","no",84000,"NO"
16905,33,"man","college_plus","yes","yes","no",42000,"NO"
16906,83,"woman","college_plus","no","no","no",0,"YES"
16907,82,"man","no_college","no","no","no",0,"YES"
16908,40,"woman","some_college","yes","yes","no",40000,"NO"
16909,28,"man","college_plus","yes","yes","no",12000,"NO"
16910,26,"woman","college_plus","yes","yes","no",13600,"NO"
16911,62,"woman","no_college","yes","yes","no",32000,"NO"
16912,58,"woman","college_plus","yes","no","no",0,"NO"
16913,41,"man","college_plus","yes","yes","no",125000,"NO"
16914,53,"woman","college_plus","no","no","no",3000,"NO"
16915,69,"woman","no_college","no","no","no",0,"YES"
16916,41,"woman","some_college","yes","yes","no",40000,"NO"
16917,19,"man","some_college","yes","yes","no",4000,"NO"
16918,50,"man","some_college","yes","yes","no",40000,"NO"
16919,20,"man","some_college","yes","yes","no",29900,"NO"
16920,32,"woman","no_college","yes","yes","no",50000,"NO"
16921,25,"man","no_college","yes","yes","no",45000,"NO"
16922,18,"man","no_college","yes","yes","no",16000,"NO"
16923,20,"man","some_college","yes","yes","no",8000,"NO"
16924,2,"woman","no_college",NA,NA,"no",NA,"YES"
16925,38,"man","college_plus","yes","yes","no",18000,"NO"
16926,18,"man","no_college","no","no","no",0,"NO"
16927,38,"woman","college_plus","yes","yes","no",46000,"NO"
16928,23,"woman","college_plus","yes","yes","no",7000,"NO"
16929,44,"man","no_college","no","no","no",0,"NO"
16930,27,"man","no_college","no","no","no",0,"NO"
16931,84,"woman","no_college","no","no","no",0,"YES"
16932,41,"man","no_college","yes","yes","no",28000,"NO"
16933,93,"woman","some_college","no","no","no",0,"YES"
16934,60,"man","some_college","yes","yes","no",35000,"NO"
16935,65,"man","college_plus","no","no","no",0,"NO"
16936,67,"man","no_college","no","no","no",0,"NO"
16937,38,"man","college_plus","yes","yes","no",90000,"NO"
16938,33,"man","college_plus","yes","yes","no",20000,"NO"
16939,52,"man","some_college","yes","yes","no",60000,"NO"
16940,54,"woman","college_plus","yes","yes","no",85000,"NO"
16941,27,"man","some_college","yes","yes","no",42000,"NO"
16942,75,"woman","no_college","yes","yes","no",3200,"YES"
16943,23,"man","no_college","yes","no","no",530,"NO"
16944,74,"woman","no_college","no","no","no",0,"YES"
16945,82,"woman","some_college","yes","yes","no",40000,"YES"
16946,47,"woman","no_college","yes","yes","no",0,"NO"
16947,39,"woman","college_plus","yes","yes","no",45000,"NO"
16948,72,"man","some_college","no","no","no",0,"YES"
16949,57,"woman","college_plus","no","no","no",6000,"NO"
16950,15,"man","no_college",NA,NA,"no",NA,"NO"
16951,37,"man","some_college","yes","yes","no",130000,"NO"
16952,86,"man","no_college","no","no","no",0,"YES"
16953,26,"woman","no_college","yes","yes","no",15400,"NO"
16954,45,"man","some_college","yes","yes","no",25000,"NO"
16955,8,"woman","no_college",NA,NA,"no",NA,"YES"
16956,27,"man","college_plus","yes","yes","no",19400,"NO"
16957,76,"man","no_college","no","no","no",0,"NO"
16958,44,"man","some_college","no","no","no",0,"NO"
16959,35,"woman","college_plus","yes","yes","no",27000,"NO"
16960,84,"woman","no_college","no","no","no",0,"NO"
16961,19,"woman","no_college","yes","no","no",12000,"NO"
16962,19,"woman","no_college","yes","yes","no",15000,"NO"
16963,63,"woman","some_college","no","no","no",0,"NO"
16964,45,"man","college_plus","yes","yes","no",19000,"NO"
16965,78,"man","no_college","no","no","no",0,"YES"
16966,55,"man","no_college","no","no","no",0,"NO"
16967,28,"man","college_plus","yes","yes","no",36500,"NO"
16968,71,"woman","no_college","yes","yes","no",5000,"YES"
16969,38,"woman","college_plus","yes","yes","no",104000,"NO"
16970,49,"man","college_plus","yes","yes","no",2e+05,"NO"
16971,20,"man","some_college","no","no","no",400,"NO"
16972,18,"woman","no_college","no","no","no",0,"NO"
16973,23,"woman","college_plus","yes","yes","no",16600,"NO"
16974,56,"man","some_college","no","no","no",0,"NO"
16975,18,"man","some_college","no","no","no",0,"NO"
16976,30,"man","college_plus","yes","yes","no",343000,"NO"
16977,33,"man","some_college","no","no","no",1500,"NO"
16978,25,"man","college_plus","yes","yes","no",14400,"NO"
16979,21,"man","no_college","yes","yes","no",14000,"NO"
16980,64,"woman","no_college","no","no","no",0,"NO"
16981,39,"woman","no_college","no","no","no",0,"NO"
16982,19,"woman","no_college","no","no","no",5000,"NO"
16983,34,"woman","no_college","yes","yes","no",3000,"NO"
16984,68,"woman","college_plus","no","no","no",0,"YES"
16985,36,"man","college_plus","yes","yes","no",35000,"NO"
16986,20,"man","some_college","no","no","no",1000,"NO"
16987,50,"man","no_college","no","no","no",0,"NO"
16988,28,"man","no_college","yes","yes","no",32000,"NO"
16989,93,"woman","some_college","no","no","no",0,"YES"
16990,57,"woman","no_college","no","no","no",0,"YES"
16991,53,"woman","college_plus","yes","yes","no",91000,"NO"
16992,34,"woman","no_college","yes","yes","no",26000,"NO"
16993,51,"man","some_college","yes","yes","no",88000,"NO"
16994,62,"man","no_college","no","no","no",0,"NO"
16995,46,"woman","college_plus","yes","yes","no",58000,"NO"
16996,19,"woman","some_college","yes","yes","no",16800,"NO"
16997,62,"woman","no_college","yes","yes","no",12000,"YES"
16998,80,"woman","college_plus","no","no","no",0,"YES"
16999,53,"woman","some_college","no","no","no",0,"YES"
17000,44,"woman","no_college","yes","yes","no",2700,"NO"
17001,21,"woman","some_college","no","no","no",0,"NO"
17002,55,"man","college_plus","yes","yes","no",18000,"NO"
17003,49,"man","no_college","yes","yes","no",43000,"NO"
17004,76,"man","no_college","no","no","no",0,"YES"
17005,57,"woman","college_plus","yes","yes","no",19600,"NO"
17006,26,"woman","some_college","yes","yes","no",30000,"NO"
17007,66,"man","some_college","yes","yes","no",2e+05,"NO"
17008,60,"man","college_plus","yes","yes","no",20000,"NO"
17009,66,"man","some_college","no","no","no",0,"YES"
17010,36,"man","college_plus","yes","yes","no",20000,"NO"
17011,75,"woman","no_college","no","no","no",0,"YES"
17012,21,"woman","some_college","yes","yes","no",1300,"NO"
17013,21,"woman","no_college","yes","yes","no",13000,"NO"
17014,27,"man","no_college","yes","yes","no",20000,"NO"
17015,28,"man","college_plus","yes","yes","no",55000,"NO"
17016,19,"woman","some_college","no","no","no",700,"NO"
17017,39,"man","some_college","yes","yes","no",42000,"NO"
17018,52,"woman","college_plus","yes","yes","no",60000,"NO"
17019,21,"woman","some_college","yes","yes","no",5800,"NO"
17020,18,"woman","no_college","yes","yes","no",5000,"NO"
17021,35,"woman","college_plus","yes","yes","no",207000,"NO"
17022,52,"woman","college_plus","yes","yes","no",40000,"NO"
17023,20,"man","no_college","yes","yes","no",6000,"NO"
17024,42,"man","some_college","yes","yes","no",40000,"NO"
17025,50,"woman","no_college","no","no","no",0,"NO"
17026,70,"man","college_plus","yes","yes","no",1800,"YES"
17027,45,"man","some_college","yes","yes","no",72000,"NO"
17028,34,"man","no_college","no","no","no",0,"NO"
17029,84,"man","no_college","no","no","no",0,"YES"
17030,50,"man","no_college","yes","yes","no",26000,"NO"
17031,79,"woman","college_plus","no","no","no",0,"YES"
17032,56,"woman","no_college","no","no","no",0,"YES"
17033,22,"man","some_college","no","no","no",2000,"NO"
17034,26,"man","college_plus","yes","yes","no",50000,"NO"
17035,35,"man","no_college","yes","yes","no",21900,"NO"
17036,21,"man","some_college","yes","yes","no",700,"NO"
17037,50,"man","college_plus","no","no","no",0,"NO"
17038,58,"woman","some_college","yes","yes","no",35000,"NO"
17039,30,"man","no_college","yes","yes","no",6000,"NO"
17040,11,"woman","no_college",NA,NA,"no",NA,"YES"
17041,22,"man","no_college","no","no","no",0,"NO"
17042,64,"man","no_college","no","no","no",0,"YES"
17043,37,"woman","some_college","yes","yes","no",20000,"NO"
17044,30,"woman","college_plus","yes","yes","no",95000,"NO"
17045,85,"woman","some_college","no","no","no",0,"YES"
17046,68,"woman","no_college","no","no","no",0,"YES"
17047,51,"man","no_college","yes","yes","no",1000,"NO"
17048,19,"man","some_college","no","no","no",0,"NO"
17049,86,"woman","no_college","no","no","no",0,"YES"
17050,74,"woman","college_plus","no","no","no",0,"YES"
17051,29,"man","some_college","yes","yes","no",17000,"NO"
17052,92,"woman","no_college","no","no","no",0,"YES"
17053,25,"woman","college_plus","yes","yes","no",33000,"NO"
17054,37,"man","some_college","yes","yes","no",55000,"NO"
17055,92,"woman","no_college","no","no","no",0,"YES"
17056,52,"woman","some_college","yes","yes","no",24000,"NO"
17057,61,"man","no_college","yes","yes","no",9300,"NO"
17058,71,"woman","college_plus","no","no","no",0,"YES"
17059,44,"man","some_college","yes","yes","no",68000,"NO"
17060,27,"man","some_college","yes","yes","no",45000,"NO"
17061,69,"woman","no_college","no","no","no",0,"YES"
17062,61,"man","no_college","no","no","no",0,"YES"
17063,65,"woman","no_college","yes","yes","no",22000,"YES"
17064,30,"woman","no_college","no","no","no",0,"YES"
17065,30,"man","no_college","yes","yes","no",27000,"NO"
17066,43,"man","college_plus","yes","yes","no",80000,"NO"
17067,85,"man","no_college","no","no","no",0,"YES"
17068,72,"woman","no_college","no","no","no",0,"YES"
17069,75,"woman","some_college","no","no","no",0,"YES"
17070,25,"man","some_college","yes","yes","no",55000,"NO"
17071,47,"man","some_college","no","no","no",0,"NO"
17072,25,"man","some_college","yes","no","no",4000,"NO"
17073,58,"man","no_college","no","no","no",0,"NO"
17074,41,"man","college_plus","yes","yes","no",2e+05,"NO"
